CODIGO_CLIENTE;UF;IDADE;ESCOLARIDADE;ESTADO_CIVIL;QT_FILHOS;CASA_PROPRIA;QT_IMOVEIS;VL_IMOVEIS;OUTRA_RENDA;OUTRA_RENDA_VALOR;TEMPO_ULTIMO_EMPREGO_MESES;TRABALHANDO_ATUALMENTE;ULTIMO_SALARIO;QT_CARROS;VALOR_TABELA_CARROS;SCORE
7588;RJ;28;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7589;SP;30;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7590;MG;32;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
7591;SC;35;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
7592;PR;42;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
7593;RJ;45;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
7594;SP;48;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
7595;MG;51;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
7596;SC;53;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
7597;PR;55;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
7598;RJ;57;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
7599;SP;62;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
7600;RJ;65;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
7601;SP;19;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
7602;MG;23;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
7603;SC;25;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7604;PR;27;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
7605;RJ;28;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7606;SP;30;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7607;MG;32;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
7608;SC;35;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
7609;PR;42;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
7610;RJ;45;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
7611;SP;48;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
7612;MG;51;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
7613;SC;53;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
7614;PR;55;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
7615;RJ;57;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
7616;SP;62;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
7617;RJ;65;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
7618;SP;19;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
7619;MG;23;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
7620;SC;25;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7621;PR;27;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
7622;RJ;28;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7623;SP;30;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7624;MG;32;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
7625;SC;35;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
7626;PR;42;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
7627;RJ;45;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
7628;SP;48;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
7629;MG;51;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
7630;SC;53;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
7631;PR;55;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
7632;RJ;57;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
7633;SP;62;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
7634;RJ;65;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
7635;SP;19;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
7636;MG;23;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
7637;SC;25;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7638;PR;27;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
7639;RJ;28;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7640;SP;30;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7641;MG;32;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
7642;SC;35;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
7643;PR;42;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
7644;RJ;45;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
7645;SP;48;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
7646;MG;51;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
7647;SC;53;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
7648;PR;55;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
7649;RJ;57;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
7650;SP;62;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
7651;RJ;65;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
7652;SP;19;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
7653;MG;23;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
7654;SC;25;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7655;PR;27;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
7656;RJ;28;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7657;SP;30;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7658;MG;32;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
7659;SC;35;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
7660;PR;42;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
7661;RJ;45;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
7662;SP;48;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
7663;MG;51;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
7664;SC;53;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
7665;PR;55;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
7666;RJ;57;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
7667;SP;62;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
7668;RJ;65;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
7669;SP;19;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
7670;MG;23;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
7671;SC;25;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7672;PR;27;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
7673;RJ;28;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7674;SP;30;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7675;MG;32;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
7676;SC;35;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
7677;PR;42;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
7678;RJ;45;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
7679;SP;48;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
7680;MG;51;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
7681;SC;53;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
7682;PR;55;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
7683;RJ;57;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
7684;SP;62;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
7685;RJ;65;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
7686;SP;19;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
7687;MG;23;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
7688;SC;25;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7689;PR;27;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
7690;RJ;28;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7691;SP;30;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7692;MG;32;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
7693;SC;35;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
7694;PR;42;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
7695;RJ;45;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
7696;SP;48;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
7697;MG;51;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
7698;SC;53;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
7699;PR;55;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
7700;RJ;57;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
7701;SP;62;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
7702;RJ;65;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
7703;SP;19;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
7704;MG;23;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
7705;SC;25;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7706;PR;27;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
7707;RJ;28;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7708;SP;30;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7709;MG;32;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
7710;SC;35;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
7711;PR;42;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
7712;RJ;45;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
7713;SP;48;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
7714;MG;51;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
7715;SC;53;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
7716;PR;55;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
7717;RJ;57;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
7718;SP;62;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
7719;RJ;65;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
7720;SP;19;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
7721;MG;23;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
7722;SC;25;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7723;PR;27;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
7724;RJ;28;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7725;SP;30;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7726;MG;32;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
7727;SC;35;Superior Completo;Solteiro;1;Não;0;0;Não;0;8;Sim;1800;0;0;12
7728;PR;42;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;9;Não;4800;1;50000;18
7729;RJ;45;Superior Cursando;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7730;SP;48;Superior Completo;Divorciado;2;Sim;0;0;Não;0;22;Não;3900;0;0;29
7731;MG;51;Segundo Grau Completo;Divorciado;1;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7732;SC;53;Superior Cursando;Casado;2;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7733;PR;55;Superior Completo;Casado;2;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
7734;RJ;57;Segundo Grau Completo;Casado;3;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
7735;SP;62;Superior Cursando;Casado;3;Não;0;0;Não;0;48;Sim;4500;2;28000;56
7736;RJ;65;Superior Completo;Viuvo;1;Não;0;0;Não;0;120;Não;9800;0;0;62
7737;SP;19;Superior Cursando;Solteiro;0;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
7738;MG;23;Superior Completo;Solteiro;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
7739;SC;25;Segundo Grau Completo;Casado;0;Não;1;280000;Não;0;12;Sim;9000;0;0;78
7740;PR;38;Superior Cursando;Casado;1;Não;3;700000;Não;0;75;Não;17500;1;50000;84
7741;RJ;28;Superior Completo;Divorciado;2;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
7742;SP;30;Segundo Grau Completo;Divorciado;0;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
7743;MG;32;Superior Cursando;Solteiro;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
7744;SC;35;Superior Completo;Solteiro;1;Não;0;0;Não;0;8;Sim;1800;0;0;12
7745;PR;42;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;9;Não;4800;1;50000;18
7746;RJ;45;Superior Cursando;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7747;SP;48;Superior Completo;Divorciado;2;Sim;0;0;Não;0;22;Não;3900;0;0;29
7748;MG;51;Segundo Grau Completo;Divorciado;1;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7749;SC;53;Superior Cursando;Casado;2;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7750;PR;55;Superior Completo;Casado;2;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
7751;RJ;57;Segundo Grau Completo;Casado;3;Não;0;0;Não;0;8;Sim;1800;0;0;12
7752;SP;62;Superior Cursando;Casado;3;Não;0;0;Não;0;9;Não;4800;1;50000;18
7753;RJ;65;Superior Completo;Viuvo;1;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7754;SP;19;Superior Cursando;Solteiro;0;Sim;0;0;Não;0;22;Não;3900;0;0;29
7755;MG;23;Superior Completo;Solteiro;1;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7756;SC;25;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7757;PR;27;Superior Cursando;Casado;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
7758;RJ;28;Superior Completo;Divorciado;2;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
7759;SP;30;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
7760;MG;32;Superior Cursando;Solteiro;1;Não;0;0;Não;0;120;Não;9800;0;0;62
7761;SC;35;Superior Completo;Solteiro;1;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
7762;PR;42;Segundo Grau Completo;Casado;0;Sim;0;0;Não;0;80;Não;6100;2;48000;73
7763;RJ;45;Superior Cursando;Casado;0;Não;1;280000;Não;0;12;Sim;9000;0;0;78
7764;SP;48;Superior Completo;Divorciado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
7765;MG;51;Segundo Grau Completo;Divorciado;1;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
7766;SC;53;Superior Cursando;Casado;2;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
7767;PR;55;Superior Completo;Casado;2;Não;3;900000;Não;0;150;Não;18300;1;80000;98
7768;RJ;57;Segundo Grau Completo;Casado;3;Não;0;0;Não;0;8;Sim;1800;0;0;12
7769;SP;62;Superior Cursando;Casado;3;Não;0;0;Não;0;9;Não;4800;1;50000;18
7770;RJ;65;Superior Completo;Viuvo;1;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7771;SP;19;Superior Cursando;Solteiro;0;Sim;0;0;Não;0;22;Não;3900;0;0;29
7772;MG;23;Superior Completo;Solteiro;1;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7773;SC;25;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7774;PR;27;Superior Cursando;Casado;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
7775;RJ;28;Superior Completo;Divorciado;2;Não;0;0;Não;0;8;Sim;1800;0;0;12
7776;SP;30;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;9;Não;4800;1;50000;18
7777;MG;32;Superior Cursando;Solteiro;1;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7778;SC;35;Superior Completo;Solteiro;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
7779;PR;42;Segundo Grau Completo;Casado;0;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7780;RJ;45;Superior Cursando;Casado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7781;SP;48;Superior Completo;Divorciado;2;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
7782;MG;51;Segundo Grau Completo;Divorciado;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
7783;SC;53;Superior Cursando;Casado;2;Não;0;0;Não;0;48;Sim;4500;2;28000;56
7784;PR;55;Superior Completo;Casado;2;Não;0;0;Não;0;120;Não;9800;0;0;62
7785;RJ;57;Segundo Grau Completo;Casado;3;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
7786;SP;62;Superior Cursando;Casado;3;Sim;0;0;Não;0;80;Não;6100;2;48000;73
7787;RJ;65;Superior Completo;Viuvo;1;Não;1;280000;Não;0;12;Sim;9000;0;0;78
7788;SP;19;Superior Cursando;Solteiro;0;Não;3;700000;Não;0;75;Não;17500;1;50000;84
7789;MG;23;Superior Completo;Solteiro;1;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
7790;SC;25;Segundo Grau Completo;Casado;0;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
7791;PR;27;Superior Cursando;Casado;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
7792;RJ;28;Superior Completo;Divorciado;2;Não;0;0;Não;0;8;Sim;1800;0;0;12
7793;SP;30;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;9;Não;4800;1;50000;18
7794;MG;32;Superior Cursando;Solteiro;1;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7795;SC;35;Superior Completo;Solteiro;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
7796;PR;42;Segundo Grau Completo;Casado;0;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7797;RJ;45;Superior Cursando;Casado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7798;SP;48;Superior Completo;Divorciado;2;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
7799;MG;51;Segundo Grau Completo;Divorciado;1;Não;0;0;Não;0;8;Sim;1800;0;0;12
7800;SC;53;Superior Cursando;Casado;2;Não;0;0;Não;0;9;Não;4800;1;50000;18
7801;PR;55;Superior Completo;Casado;2;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7802;RJ;57;Segundo Grau Completo;Casado;3;Sim;0;0;Não;0;22;Não;3900;0;0;29
7803;SP;62;Superior Cursando;Casado;3;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7804;RJ;65;Superior Completo;Viuvo;1;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7805;SP;19;Superior Cursando;Solteiro;0;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
7806;MG;23;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
7807;SC;25;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
7808;PR;27;Superior Cursando;Casado;1;Não;0;0;Não;0;120;Não;9800;0;0;62
7809;RJ;28;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
7810;SP;30;Segundo Grau Completo;Divorciado;0;Sim;0;0;Não;0;80;Não;6100;2;48000;73
7811;MG;32;Superior Cursando;Solteiro;1;Não;1;280000;Não;0;12;Sim;9000;0;0;78
7812;SC;35;Superior Completo;Solteiro;1;Não;3;700000;Não;0;75;Não;17500;1;50000;84
7813;PR;42;Segundo Grau Completo;Casado;0;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
7814;RJ;45;Superior Cursando;Casado;0;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
7815;SP;48;Superior Completo;Divorciado;2;Não;3;900000;Não;0;150;Não;18300;1;80000;98
7816;MG;51;Segundo Grau Completo;Divorciado;1;Não;0;0;Não;0;8;Sim;1800;0;0;12
7817;SC;53;Superior Cursando;Casado;2;Não;0;0;Não;0;9;Não;4800;1;50000;18
7818;PR;55;Superior Completo;Casado;2;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7819;RJ;57;Segundo Grau Completo;Casado;3;Sim;0;0;Não;0;22;Não;3900;0;0;29
7820;SP;62;Superior Cursando;Casado;3;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7821;RJ;65;Superior Completo;Viuvo;1;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7822;RJ;65;Superior Completo;Viuvo;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
7823;SP;23;Segundo Grau Completo;Casado;3;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
7824;MG;28;Superior Cursando;Casado;3;Sim;0;0;Não;0;80;Não;6100;2;48000;73
7825;SC;30;Superior Completo;Viuvo;1;Não;1;280000;Não;0;12;Sim;9000;0;0;78
7826;PR;32;Superior Cursando;Solteiro;0;Não;3;700000;Não;0;75;Não;17500;1;50000;84
7827;RJ;35;Superior Completo;Solteiro;1;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
7828;SP;42;Segundo Grau Completo;Casado;0;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
7829;MG;45;Superior Cursando;Casado;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
7830;SC;48;Superior Completo;Divorciado;2;Não;0;0;Não;0;8;Sim;1800;0;0;12
7831;PR;51;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;9;Não;4800;1;50000;18
7832;RJ;53;Superior Cursando;Solteiro;1;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7833;SP;55;Superior Completo;Solteiro;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
7834;MG;57;Segundo Grau Completo;Casado;0;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7835;SC;62;Superior Cursando;Casado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7836;PR;65;Superior Completo;Divorciado;2;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
7837;RJ;19;Segundo Grau Completo;Divorciado;1;Não;0;0;Não;0;8;Sim;1800;0;0;12
7838;SP;23;Superior Cursando;Casado;2;Não;0;0;Não;0;9;Não;4800;1;50000;18
7839;RJ;25;Superior Completo;Casado;2;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
7840;SP;27;Segundo Grau Completo;Casado;3;Sim;0;0;Não;0;22;Não;3900;0;0;29
7841;MG;28;Superior Cursando;Casado;3;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
7842;SC;30;Superior Completo;Viuvo;1;Não;0;0;Não;0;14;Sim;3100;2;40000;40
7843;PR;32;Superior Cursando;Solteiro;0;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
7844;RJ;35;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
7845;SP;42;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
7846;MG;45;Superior Cursando;Casado;1;Não;0;0;Não;0;120;Não;9800;0;0;62
7847;SC;48;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
7848;PR;51;Segundo Grau Completo;Divorciado;0;Sim;0;0;Não;0;80;Não;6100;2;48000;73
7849;RJ;53;Superior Cursando;Solteiro;1;Não;1;280000;Não;0;12;Sim;9000;0;0;78
